V,Thrust,diameter,pitch,rpm
50.4,11.264,0.2794,12.0,13000
91.9,2.29,0.117475,3.0,41000
27.7,2.195,0.22225,7.0,11000
55.0,4.518,0.2032,5.0,19000
34.1,12.58,0.3556,10.0,10000
21.4,8.946,0.2413,7.0,18000
200.6,7.812,0.19812,7.0,30000
10.3,3.674,0.127,3.0,39000
182.3,2.812,0.2286,6.0,24000
142.0,30.281,0.3937,12.0,13999
34.5,1.342,0.1905,2.5,18000
46.0,2.309,0.1524,5.0,22000
29.0,4.916,0.2286,6.0,12000
29.1,3.748,0.2286,3.0,19000
20.8,3.273,0.4064,11.0,4000
129.8,1.256,0.23495,5.0,22000
121.5,6.431,0.22352,9.0,19000
40.7,1.103,0.2286,3.0,13999
11.8,5.632,0.508,8.0,4000
0.0,11.912,0.4572,10.0,6000
18.9,3.435,0.2159,7.5,15000
58.7,2.51,0.381,8.0,7000
98.4,5.35,0.2286,5.0,22000
34.8,5.836,0.16002,4.0,30000
100.3,1.305,0.3429,13.5,7000
128.4,2.053,0.1397,4.7,32000
21.0,2.003,0.45974,10.0,3000
68.5,41.024,0.508,11.0,10000
106.1,1.621,0.127,5.0,29000
79.0,6.186,0.1651,3.7,34000
59.9,6.421,0.3048,6.0,11000
91.4,1.554,0.2159,7.0,13999
54.5,1.583,0.1397,2.5,29000
65.9,10.97,0.3175,6.0,13999
58.9,64.464,0.5207,10.5,11000
29.8,2.682,0.2032,4.5,13999
19.9,1.82,0.2032,4.0,12000
25.6,8.321,0.5334,13.5,4000
3.2,6.843,0.1905,2.5,26999
22.1,9.615,0.4064,6.0,8000
41.4,10.786,0.2794,6.0,15000
29.0,5.538,0.22225,5.0,16000
30.9,1.696,0.127,5.0,31000
106.2,9.421,0.4064,6.0,13999
79.7,10.844,0.3302,9.0,12000
6.0,12.236,0.1778,4.0,34000
96.1,7.357,0.2794,8.0,15000
27.9,7.522,0.2286,3.7,19000
10.6,5.879,0.2794,4.7,10000
44.9,4.557,0.2286,4.5,21000
43.8,2.737,0.1524,3.0,26999
47.7,5.048,0.127,4.5,36000
55.8,19.815,0.6096,12.0,6000
1.9,2.253,0.4572,6.0,3000
234.1,3.506,0.34036,13.5,15000
3.1,1.023,0.127,4.3,17000
0.0,7.206,0.3302,6.5,9000
131.5,1.103,0.1778,4.0,29000
14.4,7.79,0.2413,6.5,17000
7.3,3.319,0.381,6.0,5000
64.5,1.049,0.10668,2.0,40000
60.1,23.564,0.2794,6.0,22000
85.8,3.271,0.3302,4.5,14000
107.1,10.183,0.2286,7.5,20000
68.5,2.687,0.2794,8.0,10000
61.8,2.442,0.1016,4.5,38000
111.7,2.86,0.3048,6.0,15000
13.4,7.384,0.254,4.7,13000
33.9,2.481,0.5334,13.0,3000
4.8,11.8,0.19812,4.0,28000
25.4,21.658,0.3937,12.0,10000
5.0,3.28,0.2413,4.5,12000
75.0,1.713,0.2286,8.5,10000
4.0,5.601,0.1524,2.0,37000
18.7,35.664,0.4318,8.0,12000
137.0,5.533,0.2286,7.5,20000
29.5,9.39,0.3302,4.5,12000
147.9,12.484,0.3048,8.0,19000
0.0,2.942,0.2286,3.0,15000
38.0,7.311,0.127,4.3,41000
30.8,1.624,0.2794,9.0,5000
73.6,1.182,0.254,4.5,13000
3.7,1.952,0.22225,8.0,11000
16.1,10.761,0.22225,8.25,23000
19.3,6.394,0.3302,13.0,6000
2.4,7.991,0.3556,6.0,8000
132.2,4.405,0.22225,8.5,18000
90.4,23.779,0.4191,12.0,11000
55.5,1.177,0.3048,8.0,7000
29.9,9.806,0.2286,6.0,17000
15.2,5.33,0.2032,4.0,21000
70.6,2.543,0.2159,7.0,13999
128.1,2.289,0.2032,8.0,17000
11.9,15.243,0.508,10.0,6000
132.2,1.384,0.12065,4.75,32000
0.0,10.248,0.2032,5.0,25000
7.9,1.454,0.3302,4.5,5000
90.6,4.33,0.2286,8.0,15000
30.1,2.64,0.3048,12.0,6000
20.6,4.565,0.2794,9.0,9000
79.3,7.879,0.381,5.5,12000
27.1,11.656,0.508,15.0,5000
20.6,3.325,0.3175,12.0,6000
63.5,11.972,0.254,7.0,18000
76.5,11.536,0.4064,4.0,15000
124.7,7.083,0.22225,8.75,20000
55.7,1.282,0.127,4.5,21000
107.4,1.482,0.22352,8.5,13000
11.6,1.53,0.12065,4.75,28000
21.2,14.649,0.254,6.0,16000
16.4,1.898,0.31115,3.75,7000
8.7,10.703,0.3048,3.8,12000
100.1,1.455,0.22225,9.25,12000
52.9,1.502,0.2794,5.5,9000
12.0,10.605,0.2286,4.0,21000
1.8,2.15,0.5334,10.0,2000
165.1,1.144,0.1778,6.0,26000
149.5,14.034,0.3048,12.0,15000
7.9,15.507,0.2794,4.5,17000
11.3,1.538,0.381,11.0,3000
38.3,14.046,0.6858,13.0,4000
47.5,7.18,0.3429,14.0,7000
34.5,18.303,0.4826,11.0,7000
0.0,4.155,0.1778,4.0,20000
39.1,3.142,0.508,10.0,4000
55.2,2.533,0.2032,4.0,19000
26.6,13.906,0.381,11.0,7000
7.1,5.501,0.1524,5.5,32000
44.4,11.715,0.381,12.0,8000
93.2,1.177,0.4064,5.5,11000
160.6,2.82,0.2794,10.0,15000
8.8,1.562,0.2794,5.0,6000
111.5,2.163,0.2286,5.0,20000
33.9,11.313,0.3175,9.0,11000
31.5,5.098,0.3302,8.0,8000
7.6,16.621,0.4318,10.0,8000
9.9,10.805,0.3429,13.5,9000
7.9,10.939,0.254,5.0,17000
51.9,6.194,0.3048,10.0,9000
134.9,2.853,0.2286,4.5,24000
35.0,2.295,0.3175,6.0,7000
58.8,12.844,0.2794,3.8,18000
106.4,33.481,0.508,13.0,10000
5.3,14.294,0.381,14.0,9000
101.0,46.631,0.4572,16.0,13000
112.3,10.52,0.22225,9.0,23000
35.4,3.263,0.2032,6.0,15000
16.7,1.56,0.23495,6.0,9000
103.6,1.828,0.254,7.0,13999
3.9,13.557,0.4318,12.5,7000
61.7,9.317,0.2286,6.0,20000
120.0,1.596,0.23495,5.0,21000
36.7,15.788,0.2794,4.5,19000
109.5,3.923,0.4191,13.0,8000
19.8,20.846,0.4318,10.0,9000
41.0,1.609,0.10668,4.0,35000
28.7,15.772,0.2286,6.5,24000
11.0,1.179,0.22225,7.75,8000
27.3,1.201,0.4064,12.0,3000
75.4,11.815,0.3302,7.0,13999
3.7,1.059,0.12065,4.0,22000
6.7,2.488,0.34036,13.5,4000
12.8,3.648,0.2413,5.0,11000
63.2,20.621,0.2794,9.0,15000
14.0,7.881,0.2286,3.0,23000
32.8,1.316,0.1778,4.0,13999
70.8,2.957,0.22225,7.0,13999
56.3,2.393,0.2286,8.5,10000
45.9,8.217,0.4318,12.0,6000
36.9,1.561,0.2794,4.5,9000
51.6,29.099,0.4318,12.0,10000
204.8,2.483,0.1778,6.0,33000
14.8,1.253,0.254,4.7,6000
50.2,4.54,0.1524,3.0,33000
2.9,2.658,0.23495,5.5,12000
10.7,7.527,0.2794,12.0,11000
20.4,3.955,0.4064,4.0,7000
17.4,1.554,0.5207,13.5,2000
65.9,2.303,0.381,6.0,9000
9.4,14.635,0.5334,10.0,5000
200.5,1.442,0.22225,9.0,20000
59.1,20.676,0.3302,10.0,13999
66.8,1.641,0.1524,4.0,23000
18.9,2.001,0.1778,6.0,15000
91.5,4.045,0.254,6.0,15000
60.2,17.063,0.2794,4.5,22000
93.3,7.356,0.3429,11.5,10000
26.3,11.319,0.6096,12.0,4000
27.2,3.767,0.1778,5.0,19000
59.3,2.749,0.254,7.0,11000
78.9,3.838,0.2032,10.0,15000
41.3,1.758,0.10414,4.1,38000
135.1,2.312,0.127,5.0,35000
7.0,1.823,0.254,8.0,7000
61.3,14.031,0.3048,5.5,16000
77.0,3.481,0.1143,4.1,43000
148.6,3.326,0.22225,8.0,19000
47.2,2.409,0.3302,6.5,8000
20.5,2.743,0.4318,8.0,4000
47.6,11.088,0.3048,8.0,11000
42.3,2.362,0.22225,9.5,12000
5.9,12.692,0.23495,5.5,25000
53.6,27.954,0.4064,15.0,11000
44.1,5.808,0.3302,10.0,8000
42.9,8.307,0.2032,8.0,22000
25.8,13.341,0.3302,8.0,12000
32.9,3.612,0.1778,5.0,19000
134.2,24.435,0.3048,12.0,18000
17.1,1.055,0.11938,4.2,23000
14.4,2.382,0.12065,4.75,35000
18.8,11.71,0.4826,8.0,6000
44.2,2.663,0.3302,4.5,9000
55.1,2.116,0.22225,7.5,11000
143.0,4.264,0.2794,8.0,17000
124.8,8.384,0.254,7.0,20000
59.0,6.353,0.4318,12.0,6000
30.1,2.568,0.2032,3.75,16000
37.1,9.466,0.254,6.0,13999
0.0,4.694,0.3175,12.5,7000
34.6,1.057,0.2032,6.0,9000
56.3,9.912,0.3048,8.0,12000
86.5,12.823,0.22225,8.25,25000
0.0,1.834,0.508,8.0,2000
58.0,9.762,0.1778,6.5,24000
74.5,4.382,0.381,7.0,10000
24.6,13.084,0.3556,7.0,11000
35.2,2.866,0.23495,5.75,13000
82.2,6.687,0.3048,8.0,11000
11.1,2.773,0.3048,11.5,6000
108.0,9.552,0.3175,11.5,12000
79.0,2.11,0.2286,4.0,18000
24.8,2.305,0.1397,4.7,26000
76.1,3.221,0.381,14.0,6000
26.7,20.468,0.3302,13.0,10000
41.4,2.107,0.45974,11.0,4000
68.9,9.571,0.3302,9.0,11000
43.9,11.196,0.19812,4.0,29000
178.5,2.683,0.22225,8.25,20000
46.4,4.55,0.4318,12.0,5000
4.3,3.024,0.1778,6.0,17000
93.4,4.836,0.22225,8.75,17000
85.7,5.901,0.3556,14.0,8000
0.0,15.587,0.4064,13.0,8000
0.0,3.892,0.36576,14.0,5000
66.2,2.765,0.3048,6.0,11000
68.0,3.56,0.117475,3.0,43000
115.8,5.107,0.3048,5.5,17000
94.3,1.41,0.254,4.5,16000
64.0,6.895,0.2032,4.0,25000
3.5,1.154,0.2794,4.5,5000
51.0,8.96,0.2794,7.0,13999
72.1,3.964,0.16002,4.0,29000
12.3,1.044,0.1651,2.9,15000
83.2,1.931,0.254,9.0,10000
51.5,1.73,0.1397,4.5,23000
68.1,2.155,0.36576,12.0,6000
0.0,6.732,0.3683,14.5,7000
48.9,11.514,0.3048,14.0,11000
52.0,2.845,0.1651,5.5,22000
18.1,12.267,0.3048,6.5,12000
0.0,11.057,0.1778,4.0,34000
50.9,1.894,0.22225,7.5,11000
41.0,4.909,0.4064,13.0,5000
45.9,1.737,0.4318,18.0,3000
66.4,6.526,0.2286,4.7,18000
50.9,41.056,0.381,14.0,15000
34.5,29.064,0.4318,8.0,11000
70.2,13.462,0.3556,4.0,16000
9.5,4.857,0.3556,12.0,6000
33.7,4.074,0.4318,18.0,4000
44.0,2.194,0.22225,7.5,11000
22.0,4.943,0.1778,4.0,22000
140.8,2.179,0.1651,5.0,28000
32.5,4.838,0.2286,7.5,13000
4.9,20.907,0.4318,12.0,9000
72.2,1.561,0.3048,11.0,7000
61.2,19.392,0.3175,6.0,16000
98.3,12.827,0.2413,7.0,22000
67.1,9.425,0.2032,8.0,23000
0.0,3.062,0.2413,8.0,11000
31.3,20.103,0.4826,8.0,8000
73.2,11.85,0.2286,9.0,20000
59.7,2.849,0.2032,8.0,13000
40.4,4.799,0.254,10.0,11000
8.0,1.327,0.2032,4.0,11000
135.3,31.886,0.4318,18.0,11000
83.7,1.945,0.18796,7.6,15000
8.4,9.975,0.254,6.0,16000
5.9,11.607,0.2286,7.5,19000
19.8,5.61,0.4318,10.0,5000
39.9,8.561,0.3048,8.5,11000
111.4,4.573,0.2032,8.0,19000
0.0,13.272,0.4191,12.0,7000
0.0,10.445,0.3302,4.5,11000
50.1,13.478,0.2286,5.0,25000
22.6,6.081,0.19812,6.0,21000
145.4,1.688,0.1778,6.0,24000
36.8,6.907,0.16002,4.0,32000
27.3,6.284,0.508,12.0,4000
162.4,1.206,0.12065,4.5,36000
10.0,2.999,0.1778,7.0,18000
38.7,22.203,0.381,13.0,9000
27.0,2.048,0.2286,8.5,9000
48.7,6.934,0.254,3.0,20000
65.3,3.387,0.2286,4.0,18000
190.9,10.616,0.4318,13.0,13000
54.1,9.512,0.2159,7.0,23000
19.4,1.575,0.3302,4.0,6000
34.3,8.244,0.381,6.0,9000
163.8,1.32,0.2286,7.5,18000
72.5,26.636,0.2794,9.0,22000
103.5,4.23,0.4191,12.0,8000
73.5,7.453,0.381,10.0,9000
16.8,3.892,0.34036,13.5,5000
65.5,1.697,0.22225,7.75,11000
30.0,3.066,0.254,5.0,11000
102.4,2.655,0.3175,11.5,9000
52.1,5.032,0.2921,4.0,13999
54.0,21.692,0.4572,10.0,9000
34.9,2.042,0.2794,12.0,6000
62.3,1.94,0.2413,7.0,11000
18.7,12.803,0.2286,7.5,20000
39.8,21.851,0.3302,4.5,18000
8.8,2.519,0.3048,12.0,6000
32.9,5.12,0.2286,8.0,13999
5.3,6.251,0.2794,4.7,10000
48.7,6.548,0.1778,7.0,25000
50.9,4.427,0.4064,5.5,8000
127.9,18.062,0.3429,13.3,13000
0.0,1.11,0.1524,6.0,15000
61.4,8.347,0.4572,10.0,7000
66.6,1.626,0.22352,9.75,10000
101.6,11.025,0.381,13.0,9000
167.1,6.924,0.2794,12.0,15000
60.2,3.11,0.22225,7.5,13999
119.3,2.889,0.19812,4.0,28000
173.3,3.987,0.18796,7.8,25000
0.0,2.264,0.1143,4.0,35000
124.2,3.283,0.23495,5.5,22000
27.2,4.874,0.3302,4.7,8000
257.9,2.1,0.19812,7.0,30000
26.6,1.98,0.1524,5.5,20000
13.6,23.393,0.5461,13.0,6000
152.7,7.685,0.3175,12.5,13000
167.5,10.188,0.2794,8.0,20000
150.5,28.996,0.381,13.0,13999
20.1,1.094,0.3302,8.0,4000
64.2,10.847,0.2667,4.5,20000
0.0,3.709,0.381,6.0,5000
91.8,2.765,0.2794,12.0,9000
18.8,1.13,0.12065,4.5,24000
72.8,2.563,0.3048,13.0,7000
27.2,11.237,0.3048,10.0,11000
18.9,28.374,0.4572,10.0,10000
108.8,1.176,0.12065,4.5,29000
37.3,4.274,0.2159,5.5,17000
14.2,17.193,0.2667,4.5,22000
47.7,1.719,0.381,10.0,5000
72.8,7.442,0.3302,6.5,13000
42.7,2.933,0.3175,11.5,6000
86.8,2.73,0.12065,4.5,37000
15.0,2.22,0.219075,3.75,13000
49.4,1.97,0.1524,4.0,22000
113.3,2.088,0.117475,3.0,43000
36.1,2.893,0.3556,11.0,5000
14.7,15.782,0.4064,6.0,10000
126.6,4.238,0.2794,8.0,15000
5.1,4.167,0.22225,8.0,15000
13.6,3.242,0.254,7.0,8000
75.8,1.272,0.1524,5.5,19000
28.7,2.984,0.4191,12.0,4000
37.0,9.734,0.381,4.0,12000
52.0,3.633,0.1778,5.0,20000
35.3,4.494,0.22352,8.75,16000
36.5,4.943,0.381,12.0,6000
195.5,3.732,0.2286,10.0,20000
110.9,1.535,0.1651,5.0,23000
8.5,1.648,0.1016,4.0,27000
104.5,2.879,0.3556,8.0,11000
78.8,1.348,0.18796,7.8,13000
71.7,1.394,0.4318,13.0,5000
48.5,2.682,0.4318,6.0,7000
18.1,2.683,0.2032,4.0,13999
20.4,12.93,0.254,3.8,18000
73.6,37.032,0.4318,12.0,11000
88.9,4.228,0.2286,7.5,13999
34.3,1.594,0.3302,4.5,7000
129.6,1.433,0.12065,4.5,33000
27.1,11.612,0.4064,4.0,11000
39.3,2.303,0.2286,4.5,12000
27.7,1.633,0.2286,4.5,13000
42.2,31.024,0.381,10.0,13999
5.0,20.875,0.2794,5.5,20000
58.9,12.702,0.3048,3.8,16000
122.7,9.367,0.2921,6.0,19000
125.4,1.996,0.1143,3.5,42000
23.1,8.523,0.2794,3.0,16000
59.7,8.698,0.254,6.0,15000
96.5,59.628,0.5207,14.0,11000
83.4,3.231,0.22225,9.0,13999
88.2,1.078,0.10668,4.0,31000
14.7,5.27,0.4699,10.25,4000
5.1,3.268,0.3302,10.0,6000
75.1,6.918,0.3429,11.5,9000
108.5,45.248,0.381,13.5,13999
117.6,1.992,0.3429,14.0,8000
11.5,7.149,0.3048,6.0,10000
39.2,7.125,0.2413,8.5,16000
88.4,25.853,0.3556,13.5,13999
60.1,17.033,0.4191,12.0,9000
70.5,1.743,0.3429,12.5,6000
152.8,3.742,0.2032,10.0,18000
9.1,7.603,0.381,7.0,7000
3.8,29.144,0.381,6.0,13000
1.2,1.413,0.3048,5.0,5000
24.4,19.462,0.4318,6.0,10000
56.9,2.906,0.3556,12.0,6000
152.4,2.85,0.2032,6.0,24000
0.0,8.397,0.1778,5.0,26999
4.7,3.828,0.3048,8.0,6000
124.8,1.395,0.3048,5.0,18000
93.6,10.111,0.4318,13.0,8000
34.4,3.425,0.381,6.0,7000
32.8,3.103,0.4064,13.0,4000
38.8,21.085,0.381,8.0,12000
7.0,5.836,0.2032,4.0,19000
3.4,4.933,0.4064,7.0,5000
40.1,1.656,0.12065,4.5,29000
97.3,1.245,0.3048,14.0,7000
32.3,7.707,0.2032,10.0,20000
108.5,8.732,0.4191,13.0,9000
78.7,3.03,0.4318,12.0,6000
120.8,2.784,0.2159,7.25,18000
66.7,10.758,0.2794,8.0,15000
23.0,5.209,0.18796,7.8,19000
29.0,4.215,0.2921,12.5,8000
12.2,1.646,0.127,4.0,18000
169.3,3.218,0.3556,12.0,12000
25.9,1.348,0.2413,5.0,8000
18.6,8.005,0.5588,10.0,4000
5.1,1.648,0.508,14.0,2000
31.3,1.005,0.10668,2.0,33000
29.3,4.056,0.19812,4.0,19000
14.0,7.315,0.22225,8.5,19000
125.4,3.786,0.2286,8.0,17000
11.0,2.502,0.1778,3.8,13999
12.6,1.291,0.244475,3.75,9000
122.6,7.955,0.3048,8.0,13999
29.9,2.684,0.4318,10.0,4000
26.9,1.398,0.4318,7.0,4000
8.8,4.099,0.4191,13.0,4000
8.6,3.238,0.35052,10.0,4000
84.3,8.136,0.36576,12.0,9000
6.5,7.93,0.1778,6.0,26000
67.1,6.868,0.2921,12.5,10000
0.0,3.259,0.3048,10.0,6000
144.4,2.069,0.22352,9.0,16000
51.7,8.656,0.4826,16.0,5000
120.9,1.503,0.3048,8.0,13000
8.3,12.388,0.2794,6.0,15000
42.1,2.881,0.2413,5.0,12000
4.0,1.493,0.1651,6.0,16000
56.6,2.334,0.1778,6.0,16000
11.5,1.112,0.22352,8.5,8000
66.7,1.336,0.1778,6.0,16000
5.6,5.156,0.18796,7.7,19000
54.9,17.086,0.5207,10.5,7000
19.1,4.801,0.3429,9.0,7000
27.4,2.548,0.1143,4.1,38000
20.4,3.174,0.5334,10.0,3000
37.2,7.295,0.2159,7.0,21000
60.2,2.558,0.3302,8.0,8000
10.6,1.08,0.1397,2.0,21000
117.3,3.368,0.2032,8.0,18000
13.9,3.212,0.254,5.0,10000
54.9,2.689,0.5588,8.0,5000
0.0,18.053,0.3937,12.0,9000
11.3,40.217,0.5588,12.0,7000
73.8,40.758,0.4572,12.0,11000
71.8,24.007,0.5588,11.0,8000
64.1,5.885,0.1651,3.7,32000
54.3,2.317,0.3302,7.0,8000
94.3,3.441,0.3048,9.0,11000
55.1,1.735,0.2286,3.0,18000
11.7,11.792,0.3302,4.5,13000
85.8,1.608,0.1778,6.0,17000
104.3,14.087,0.2286,7.5,21000
56.8,15.807,0.3048,8.0,13000
18.1,1.592,0.3048,6.5,5000
133.8,1.167,0.23495,5.5,21000
119.5,6.224,0.3683,14.5,9000
47.3,11.8,0.254,5.5,18000
0.0,1.581,0.19812,4.0,11000
47.5,2.64,0.2794,7.0,8000
136.6,2.369,0.3429,9.0,13000
33.7,1.121,0.4064,6.0,5000
99.0,5.077,0.254,8.0,15000
126.3,6.065,0.18796,7.6,24000
29.7,29.797,0.45974,11.0,9000
12.9,20.351,0.3302,6.0,15000
74.3,3.157,0.4318,12.0,6000
42.2,2.896,0.244475,3.75,15000
16.8,24.637,0.4572,14.0,9000
4.9,1.758,0.508,11.0,2000
56.5,14.361,0.3048,4.5,17000
47.6,3.725,0.16002,4.0,26000
12.8,2.24,0.3175,12.5,5000
33.9,7.246,0.381,7.0,8000
55.5,2.216,0.2413,4.5,13999
84.2,12.484,0.254,6.0,20000
120.6,2.345,0.127,3.0,44000
28.9,16.996,0.254,5.0,21000
37.4,1.14,0.2794,5.5,7000
111.9,11.39,0.3302,8.0,15000
130.3,3.753,0.1524,4.0,36000
62.9,31.852,0.3937,12.5,12000
29.6,40.922,0.4572,8.0,11000
74.7,1.553,0.381,8.0,8000
56.2,4.697,0.19812,6.0,19000
112.0,1.52,0.1524,3.0,30000
54.6,5.692,0.23495,5.0,19000
62.6,22.641,0.381,5.5,14000
14.6,1.774,0.254,7.0,7000
163.3,13.792,0.3048,12.0,16000
14.8,2.468,0.4572,16.0,3000
12.0,2.819,0.2286,4.5,11000
0.0,7.0,0.127,4.0,35000
59.4,9.447,0.23622,3.0,24000
166.5,1.115,0.127,4.0,38000
99.2,5.714,0.22225,8.75,18000
33.1,2.007,0.12065,4.75,32000
84.5,20.903,0.4826,12.0,9000
76.5,7.177,0.254,7.0,16000
15.1,3.005,0.1778,7.0,18000
5.0,4.252,0.1524,4.0,29000
29.9,19.891,0.4064,8.0,10000
57.0,5.162,0.1651,5.0,29000
63.7,8.607,0.2032,3.75,29000
45.6,6.892,0.2794,7.0,12000
58.3,3.743,0.1524,6.0,26999
69.6,1.959,0.2032,4.0,18000
40.4,1.302,0.127,3.0,25000
26.6,1.613,0.2032,4.0,12000
32.4,3.222,0.1778,4.0,20000
22.8,11.246,0.4318,12.75,6000
72.3,11.738,0.3048,4.0,19000
58.4,2.815,0.127,4.6,28000
1.2,2.534,0.4064,6.0,4000
24.6,5.783,0.3175,9.0,8000
141.7,2.44,0.19812,6.0,22000
12.7,1.952,0.2286,3.7,10000
16.3,8.002,0.3429,12.5,8000
65.7,1.115,0.1143,4.1,26000
23.1,2.199,0.3302,6.5,6000
90.4,8.519,0.22225,9.5,21000
11.2,1.913,0.1778,4.0,13999
161.8,7.348,0.22225,8.25,22000
0.0,38.859,0.381,7.0,15000
29.1,9.327,0.2794,12.0,12000
57.5,6.208,0.2794,8.0,12000
23.3,15.447,0.4191,14.0,8000
31.1,4.01,0.1524,5.5,28000
5.2,2.945,0.1524,5.0,25000
14.8,6.963,0.2286,4.7,15000
21.1,5.627,0.1524,3.0,36000
50.0,26.34,0.381,5.5,14000
5.7,1.473,0.1778,5.0,12000
23.4,2.932,0.22352,8.9,13000
6.3,6.857,0.508,8.0,4000
6.2,3.366,0.31115,3.75,8000
31.1,2.702,0.3302,6.5,7000
52.7,1.033,0.4064,13.0,4000
7.0,5.62,0.1778,3.0,26999
53.4,2.695,0.12065,4.75,37000
39.0,1.965,0.2413,8.0,9000
43.5,9.894,0.3556,13.5,8000
71.3,3.143,0.1778,6.0,18000
42.1,4.518,0.1651,3.7,28000
11.5,62.86,0.508,12.0,11000
18.4,2.528,0.1524,2.0,28000
128.1,1.701,0.1778,6.0,22000
81.3,11.139,0.3048,6.5,15000
56.8,1.151,0.2794,11.0,6000
131.3,16.068,0.5207,12.0,10000
67.7,1.149,0.3048,12.0,6000
78.0,7.239,0.2286,4.0,23000
28.7,20.415,0.3175,9.0,15000
27.6,8.875,0.2794,7.0,13000
36.5,2.721,0.2794,13.0,7000
94.8,11.653,0.22225,8.25,24000
44.7,5.377,0.254,6.0,13999
5.8,5.163,0.3556,11.0,6000
143.8,4.111,0.2794,13.0,12000
23.3,17.678,0.4318,8.0,9000
44.0,4.16,0.2286,9.0,12000
38.6,19.73,0.5588,12.0,6000
22.4,9.428,0.2032,6.0,22000
7.1,29.703,0.5588,10.0,7000
114.4,2.438,0.10668,4.0,43000
28.4,10.47,0.2794,12.0,12000
53.0,4.374,0.22225,7.75,16000
97.8,42.297,0.4318,13.0,13000
4.7,3.463,0.31115,3.75,8000
57.2,1.972,0.3048,12.0,6000
12.7,2.286,0.11938,4.2,34000
164.2,23.195,0.3556,12.0,16000
61.3,1.093,0.12065,4.5,24000
19.3,25.232,0.2286,6.0,24000
21.4,2.19,0.2159,7.0,12000
22.4,57.16,0.5588,11.0,9000
72.5,3.031,0.3937,12.5,6000
75.8,20.695,0.4064,8.0,12000
0.0,3.793,0.19812,7.0,17000
0.0,2.187,0.22225,7.5,11000
21.6,1.878,0.3302,5.5,6000
3.6,2.075,0.5334,10.0,2000
28.8,1.755,0.22352,8.9,10000
114.5,3.477,0.19812,4.0,28000
75.3,2.105,0.1143,3.5,36000
98.3,5.912,0.2032,4.0,29000
81.7,11.238,0.2794,5.5,18000
13.4,1.461,0.3556,6.0,4000
31.0,1.521,0.23495,5.5,10000
0.0,10.342,0.22352,8.9,22000
131.2,1.204,0.381,11.0,10000
110.0,1.206,0.12954,5.0,26000
140.2,8.927,0.381,10.0,13000
64.8,7.804,0.1524,5.5,37000
136.1,7.972,0.2159,7.5,23000
0.0,19.803,0.3048,13.0,16000
66.2,1.417,0.3048,12.0,6000
51.0,3.111,0.1778,9.0,18000
7.8,2.818,0.4572,12.0,3000
80.6,3.848,0.3048,11.0,9000
149.0,18.192,0.3048,10.0,18000
20.7,1.08,0.22225,7.5,8000
69.0,5.141,0.3048,5.0,13999
38.7,19.096,0.3302,6.0,15000
3.6,4.29,0.3556,6.0,6000
170.8,1.648,0.4445,18.0,8000
82.6,2.162,0.1143,4.0,35000
40.4,7.921,0.3556,5.5,10000
52.7,10.423,0.508,8.0,7000
42.3,1.824,0.4699,10.25,4000
57.7,15.302,0.3302,4.5,17000
29.7,37.736,0.4064,6.0,15000
46.4,3.415,0.2032,4.0,18000
47.1,2.46,0.2286,10.0,10000
2.3,1.286,0.3302,6.0,4000
15.6,2.483,0.1016,4.0,33000
100.5,8.267,0.2413,8.5,18000
8.6,14.697,0.2794,5.5,16000
11.2,12.132,0.254,8.0,17000
11.4,1.283,0.3556,6.0,4000
34.9,3.333,0.22225,8.25,13999
4.9,1.282,0.1143,4.1,26999
0.0,12.409,0.254,3.0,20000
126.1,14.174,0.4318,10.0,12000
42.8,1.036,0.23495,6.0,9000
75.1,3.703,0.2286,4.7,16000
44.5,7.69,0.45974,10.0,6000
16.9,2.215,0.2286,7.5,9000
138.1,10.88,0.2794,12.0,15000
20.9,15.51,0.3048,9.0,13999
16.2,14.196,0.381,7.0,10000
149.6,4.625,0.2032,5.0,28000
11.0,22.935,0.3556,10.0,13000
89.2,1.1,0.2286,7.5,11000
2.4,1.083,0.254,4.0,6000
75.8,5.209,0.1778,5.0,25000
4.4,20.243,0.3175,6.0,15000
101.4,13.095,0.508,11.0,9000
4.1,2.346,0.10668,2.0,43000
78.8,19.037,0.3048,7.0,17000
130.4,1.411,0.2794,6.0,17000
51.9,5.26,0.3683,13.0,6000
4.1,16.135,0.3048,6.0,15000
0.0,28.997,0.3937,12.0,12000
152.3,4.081,0.2286,9.0,18000
36.4,17.234,0.3048,6.0,13999
33.5,1.616,0.3048,11.0,5000
101.4,2.801,0.1397,4.5,32000
135.5,13.285,0.3556,14.0,12000
51.8,6.25,0.22225,7.75,19000
86.7,7.162,0.3302,11.0,10000
28.8,5.603,0.2286,3.7,17000
112.1,16.223,0.381,13.0,11000
110.2,9.761,0.22225,8.25,23000
0.0,1.761,0.1143,3.5,31000
33.5,12.378,0.2286,7.5,20000
13.8,5.838,0.4826,16.0,4000
30.8,1.852,0.5588,10.0,3000
47.2,3.22,0.1778,3.0,26000
79.5,1.072,0.4572,6.0,9000
34.2,14.085,0.2794,7.0,13999
109.3,4.318,0.2794,5.5,17000
19.7,19.04,0.381,8.0,11000
55.8,4.817,0.2286,3.0,23000
41.3,9.313,0.4826,16.0,5000
204.6,11.674,0.4064,14.0,13000
9.8,14.992,0.3683,13.0,9000
8.5,13.622,0.45974,11.0,6000
22.9,4.244,0.1524,4.3,24000
